model,n,normalized_rmse_mean,normalized_rmse_sd,normalized_mae_mean,normalized_mae_sd,normalized_r2_mean,normalized_r2_sd,original_rmse_mean,original_rmse_sd,original_mae_mean,original_mae_sd,original_r2_mean,original_r2_sd,negative_vgrf_ratio_mean,negative_vgrf_ratio_sd,negative_vgrf_mean_magnitude_mean,negative_vgrf_mean_magnitude_sd,swing_phase_false_force_ratio_mean,swing_phase_false_force_ratio_sd,swing_phase_false_force_mean_mean,swing_phase_false_force_mean_sd,stance_phase_false_zero_ratio_mean,stance_phase_false_zero_ratio_sd,smoothness_index_mean,smoothness_index_sd,peak_error_mean,peak_error_sd
pi_tcn_full,3,0.42058631777763367,0.029842631194501177,0.2757524450620015,0.021122846585979675,0.7740797599156698,0.032079415000380425,0.10516036301851273,0.007236090827674206,0.06897526979446411,0.005230693153139355,0.8070088227589926,0.02647817289643909,0.12655873596668243,0.03100543423987554,0.0019930270112430057,0.0003707052820286404,0.13013014445702234,0.02117265815416221,0.03230277945597967,0.0038578246702758007,0.027814232433835667,0.01289057942342517,6.22377095472378e-05,8.766455475530643e-06,0.09268754720687866,0.005020820962649963
tcn,3,0.4228815237681071,0.026463246458721914,0.27251332998275757,0.009658025543640859,0.7717770338058472,0.02802379327428793,0.10565887143214543,0.0061220379028762584,0.06809824705123901,0.0021344175099579483,0.8053531249364217,0.02217103486145115,0.13433982928593954,0.013637517940858436,0.002060906651119391,0.000640968380818013,0.15299245715141296,0.011586366084005926,0.03348019222418467,0.002460786980692217,0.02535466104745865,0.00901093934230198,6.136101607504922e-05,6.86875898709371e-06,0.08863793810208638,0.003531116469118307
